Compte_key_Payeur,client_total_montant,client_moy_montant_cheque,client_max_montant_cheque,client_min_montant_cheque,client_freq_transactions,client_nb_operations_distinctes,client_recence,client_nb_paiements_fractionnes_records,client_score_fragmentation,Segment,pca1,pca2,Cluster_Hc_client,Niveau_Risque_hc_client,Cluster_Kmeans_client,Niveau_Risque_Kmeans_client
25141,2000.0,300.0,400.0,200.0,7,2,182,2,3.5,Particulier,-0.6032847244606744,-0.3919880814745406,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25178,215.4,71.8,71.8,71.8,3,1,69,1,3.0,Particulier,-0.9584974193522927,-0.6477182908353851,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25183,10203.0,294.0,554.0,130.0,35,6,64,6,5.833333333333333,Particulier,0.7235727781226525,1.147401269782738,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25189,2940.0,237.0,300.0,174.0,14,2,1,2,7.0,Particulier,-0.4065755845342268,-0.08902453005727932,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25345,2056.0,220.5,295.0,146.0,10,2,302,2,5.0,Particulier,-0.5393251042662098,-0.244534488856899,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25416,1120.95,74.73,74.73,74.73,15,2,4,2,7.5,Particulier,-0.44439772849638026,0.005497480878793159,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25455,11090.0,430.0,1160.0,100.0,26,7,39,7,3.7142857142857144,Particulier,0.7914620292662026,1.0590747224930226,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25467,305.0,61.0,61.0,61.0,5,1,487,1,5.0,Particulier,-0.8721666103501509,-0.5180150991604223,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25470,1040.0,104.0,104.0,104.0,10,1,28,1,10.0,Particulier,-0.6285425829304413,-0.21801525040692857,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25588,1516.0,113.5,167.0,60.0,11,2,182,2,5.5,Particulier,-0.5494587325182937,-0.16821248753725807,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25648,1893.76,126.485,187.97,30.0,14,4,4,4,3.5,Particulier,-0.1791991674923078,0.26486881191741657,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25650,23709.0,700.5,2000.0,100.0,25,6,20,6,4.166666666666667,Particulier,0.810879727881651,0.708826952120058,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25659,1365.0,455.0,455.0,455.0,3,1,35,1,3.0,Particulier,-0.8189704296616614,-0.7779976177306678,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25935,2949.0,268.625,400.0,137.25,10,2,455,2,5.0,Particulier,-0.5173814357396757,-0.25893716830619995,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25944,80.0,20.0,20.0,20.0,4,1,263,1,4.0,Particulier,-0.9325412789605367,-0.5670291262306586,0,Client Cluster HC 1,0,Client Cluster KMeans 1
25994,361.125,72.225,72.225,72.225,5,1,68,1,5.0,Professional,-0.8679072361546972,-0.5218656327971726,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26008,1000.0,200.0,200.0,200.0,5,1,543,1,5.0,Particulier,-0.8194224666380736,-0.5656965401856595,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26241,5399.0,641.5,775.0,508.0,8,2,544,2,4.0,Particulier,-0.43148483165990487,-0.4691343980893639,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26271,25000.0,5000.0,5000.0,5000.0,5,1,4,1,5.0,Particulier,1.0019580356494895,-2.2122498993305397,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26282,1712.525,171.2525,300.0,42.505,10,2,573,2,5.0,Particulier,-0.5600198353722055,-0.22453372310499625,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26331,5560.0,560.0,570.0,550.0,10,2,211,2,5.0,Particulier,-0.3951407875116258,-0.3672708740041908,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26593,595.0,85.0,85.0,85.0,7,1,20,1,7.0,Particulier,-0.7724282496234537,-0.4002897398373005,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26594,1892.0,289.0,420.0,158.0,7,2,49,2,3.5,Inconnu,-0.6085862566050099,-0.3864429686333154,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26620,2021.895,134.793,200.0,70.0,15,5,27,5,3.0,Particulier,0.01934565644248105,0.487030818230816,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26817,13350.0,591.6666666666666,1000.0,150.0,24,6,13,6,4.0,Professional,0.6076140395940964,0.7835770925778532,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26840,500.0,100.0,100.0,100.0,5,1,454,1,5.0,Particulier,-0.8573678937690644,-0.5313933452034745,0,Client Cluster HC 1,0,Client Cluster KMeans 1
26871,150.0,50.0,50.0,50.0,3,1,634,1,3.0,Particulier,-0.9664350194964884,-0.6403067842426994,0,Client Cluster HC 1,0,Client Cluster KMeans 1
66510,114.0,38.0,38.0,38.0,3,1,55,1,3.0,Particulier,-0.9708043406767795,-0.6362270558430558,0,Client Cluster HC 1,0,Client Cluster KMeans 1
68541,1155.42,192.57,300.0,85.14,6,2,386,2,3.0,Particulier,-0.6765988910412006,-0.3950167106855034,0,Client Cluster HC 1,0,Client Cluster KMeans 1
68548,256.16,64.04,64.04,64.04,4,1,245,1,4.0,Particulier,-0.9161679915404582,-0.5820689913790815,0,Client Cluster HC 1,0,Client Cluster KMeans 1
68551,2000.0,500.0,500.0,500.0,4,1,361,1,4.0,Particulier,-0.7540858302403353,-0.7309513621807727,0,Client Cluster HC 1,0,Client Cluster KMeans 1
68766,5196.46,198.2892,300.0,60.0,27,5,46,5,5.4,Particulier,0.31487606665026674,0.795889524327309,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69046,15100.0,1850.0,2000.0,1700.0,8,2,95,2,4.0,Particulier,0.05477027099386596,-0.8883761558532587,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69084,4175.0,140.625,330.0,50.0,34,7,6,8,4.857142857142857,Particulier,0.8656810098743332,1.4894802834709864,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69088,5752.24,152.708,300.0,40.0,40,10,35,10,4.0,Particulier,1.4192026900007721,2.147923817987859,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69131,6265.112,520.639,700.0,341.278,11,2,467,2,5.5,Particulier,-0.3770774665182485,-0.30515358833278927,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69158,952.0,238.0,238.0,238.0,4,1,215,1,4.0,Particulier,-0.8514927626667785,-0.6414771417246687,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69453,751.0,50.5,56.0,45.0,14,2,70,2,7.0,Particulier,-0.48564660252759895,-0.026266218528956307,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69562,72000.0,12000.0,12000.0,12000.0,6,1,138,1,6.0,Particulier,3.79486657428988,-4.568692164348055,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69606,1320.0,440.0,440.0,440.0,3,1,396,1,3.0,Particulier,-0.8244320811370255,-0.7728979572311134,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69699,9000.0,900.0,900.0,900.0,10,1,357,1,10.0,Particulier,-0.29596207879265335,-0.49714730300305415,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69838,240.0,60.0,60.0,60.0,4,1,70,1,4.0,Particulier,-0.9176699915671866,-0.5806893125598347,0,Client Cluster HC 1,0,Client Cluster KMeans 1
69978,600.0,120.0,120.0,120.0,5,1,47,1,5.0,Particulier,-0.8497788083428662,-0.5382539841999116,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70036,18000.0,3000.0,3000.0,3000.0,6,1,477,1,6.0,Particulier,0.31072935421529585,-1.4676589916193952,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70419,188.52,31.42,31.42,31.42,6,1,169,1,6.0,Particulier,-0.8384862089812607,-0.44480731874174567,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70422,9900.0,1050.0,1200.0,900.0,9,2,175,2,4.5,Particulier,-0.22798167210242654,-0.5713625090891197,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70431,20000.0,1700.0,2000.0,1500.0,12,3,6,3,4.0,Particulier,0.30097322472735993,-0.5434136987673669,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70657,15395.125,238.60500000000002,700.0,53.025,37,5,5,5,7.4,Particulier,0.6479848592584643,1.0185126384872583,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70700,3645.88,145.294,206.47,100.0,26,5,4,5,5.2,Particulier,0.2708577086884942,0.7795375933239509,0,Client Cluster HC 1,0,Client Cluster KMeans 1
70933,450.0,150.0,150.0,150.0,3,1,95,1,3.0,Particulier,-0.9300240096607286,-0.6743045209063953,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71079,1020.0,145.0,150.0,140.0,7,2,29,2,3.5,Particulier,-0.6614636598934004,-0.3436865641268187,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71498,905.825,75.66033333333333,97.48,63.701,12,3,27,3,4.0,Particulier,-0.40382748664634227,0.027297525646219126,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71525,1009.89,56.105,56.105,56.105,18,1,92,1,18.0,Particulier,-0.28780146481249747,0.30296556618378456,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71539,595.07,42.505,42.505,42.505,14,1,11,1,14.0,Particulier,-0.4742772829625984,0.0557249645923297,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71562,2963.0190000000002,85.691,150.0,40.0,35,7,1,7,5.0,Particulier,0.7577820824972233,1.4242109413455777,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71682,300.0,50.0,50.0,50.0,6,1,580,1,6.0,Particulier,-0.8312934012535955,-0.4512092294472233,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71686,5420.0,440.0,1100.0,70.0,14,3,214,3,4.666666666666667,Particulier,-0.17615617027373554,-0.03744046562675677,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71829,3500.0,300.0,500.0,100.0,13,3,182,3,4.333333333333333,Particulier,-0.28758466268993294,-0.0075800074914137965,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71951,19515.0,680.75,1000.0,423.0,29,4,0,4,7.25,Particulier,0.49096423192053606,0.49702890934932736,0,Client Cluster HC 1,0,Client Cluster KMeans 1
71960,630.0,210.0,210.0,210.0,3,1,579,1,3.0,Particulier,-0.9081774037592728,-0.6947031629046129,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72195,6240.0,200.0,450.0,70.0,28,3,91,3,9.333333333333334,Particulier,0.0894847145871596,0.5081884755839062,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72440,209.025,41.805,41.805,41.805,5,1,166,1,5.0,Particulier,-0.8794502350879446,-0.5114306008835919,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72447,4180.0,327.5,510.0,200.0,13,4,5,4,3.25,Particulier,-0.10789451739257636,0.1590726182788088,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72667,4288.415,104.42277777777777,150.0,36.545,47,8,29,9,5.875,Particulier,1.2626722511411042,2.027927599818718,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72691,5000.0,600.0,1000.0,200.0,9,2,116,2,4.5,Particulier,-0.4248809505850718,-0.3993152046042642,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72721,1050.0,75.0,100.0,50.0,18,2,26,2,9.0,Particulier,-0.35537741724942434,0.12914485685615223,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72804,3320.0,168.0,300.0,100.0,21,5,1,5,4.2,Particulier,0.17402778143070533,0.6332007771860964,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72821,474.0,52.666666666666664,100.0,25.0,9,2,215,3,4.5,Particulier,-0.5429619486898728,-0.11655329039414919,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72974,2100.0,250.0,300.0,200.0,9,2,36,2,4.5,Particulier,-0.5583734868671969,-0.29658748291836395,0,Client Cluster HC 1,0,Client Cluster KMeans 1
72983,935.0,187.0,187.0,187.0,5,1,342,1,5.0,Particulier,-0.8243553721651024,-0.5612371248379754,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73040,7352.835,625.4725,1200.0,50.945,9,2,567,2,4.5,Particulier,-0.40219997511731714,-0.40193287963525215,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73083,2455.0,171.0,193.0,149.0,15,2,11,2,7.5,Particulier,-0.40183729445551797,-0.027628593289070833,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73232,6440.522,324.59133333333335,351.92,298.847,19,3,11,3,6.333333333333333,Particulier,-0.10161611247357652,0.1698785502015515,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73266,1140.0,380.0,380.0,380.0,3,1,28,1,3.0,Particulier,-0.8462786870384813,-0.7524993152328959,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73285,2992.0119999999997,154.668,300.0,64.004,25,3,5,3,8.333333333333334,Particulier,-0.03164449033775389,0.43137521652636346,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73291,2935.0,407.5,490.0,325.0,7,2,517,2,3.5,Particulier,-0.5590367680143911,-0.43042560679253955,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73321,25000.0,5000.0,5000.0,5000.0,5,1,62,1,5.0,Particulier,1.0019580356494895,-2.2122498993305397,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73347,3370.0,158.0,500.0,50.0,29,5,0,5,5.8,Particulier,0.35618948290688796,0.8441873283137422,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73441,11700.0,3900.0,3900.0,3900.0,3,1,460,1,3.0,Particulier,0.43538885918026077,-1.9492196457949922,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73452,229249.231,3110.8814615384617,5000.0,310.0,71,13,330,13,5.461538461538462,Professional,5.07877094177001,2.3711547260817927,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73478,2688.0,448.0,448.0,448.0,6,1,209,1,6.0,Particulier,-0.6772171108547418,-0.5883438075301128,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73518,5714.75,193.20833333333334,308.0,100.0,28,6,88,6,4.666666666666667,Particulier,0.5075017547642313,1.0090155415526438,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73561,600.0,200.0,200.0,200.0,3,1,378,1,3.0,Particulier,-0.9118185047428488,-0.6913033892382433,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73636,2810.8,87.32000000000001,200.0,30.0,35,5,116,5,7.0,Particulier,0.43925139346847897,1.0439324084793822,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73663,465.0,155.0,155.0,155.0,3,1,281,1,3.0,Particulier,-0.9282034591689406,-0.67600440773958,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73680,10657.0,176.625,377.0,100.0,50,7,27,8,7.142857142857143,Particulier,1.2433188073936496,1.8614149602445111,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73697,78.0,26.0,26.0,26.0,3,1,62,1,3.0,Particulier,-0.9751736618570707,-0.6321473274434124,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73825,750.0,250.0,250.0,250.0,3,1,138,1,3.0,Particulier,-0.8936129998249689,-0.7083022575700912,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73845,899.07,149.845,149.845,149.845,6,1,574,1,6.0,Particulier,-0.7926407700604459,-0.48561174690623365,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73982,5226.0,871.0,1500.0,242.0,6,2,61,2,3.0,Professional,-0.4260900276046698,-0.6003283482052285,0,Client Cluster HC 1,0,Client Cluster KMeans 1
73983,17987.335,307.6666923076923,1100.0,40.0,56,13,11,13,4.3076923076923075,Professional,2.4338320284122417,3.05652910877756,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74049,4500.0,750.0,750.0,750.0,6,1,124,1,6.0,Particulier,-0.5603049508033502,-0.6924006984372302,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74060,9433.0,541.2,915.0,200.0,18,5,6,5,3.6,Particulier,0.27517232506278605,0.43400772450310077,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74132,1800.0,300.0,300.0,300.0,6,1,573,1,6.0,Particulier,-0.7345118118070794,-0.5373490398007972,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74154,2899.74,241.645,256.0,235.0,12,4,91,4,3.0,Particulier,-0.17141320083927908,0.1573300917833162,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74173,383.92,95.98,95.98,95.98,4,1,371,1,4.0,Particulier,-0.9042932685568682,-0.5929766501629288,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74192,13920.164,190.59036363636366,810.0,40.0,71,11,0,11,6.454545454545454,Particulier,2.273791979434063,3.0048147438245203,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74210,600.613,83.43549999999999,100.0,66.871,7,2,344,2,3.5,Particulier,-0.6859494408911972,-0.3217668263433531,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74217,390.8,97.7,97.7,97.7,4,1,1,1,4.0,Particulier,-0.9036538031989542,-0.5935640381750833,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74244,2068.0,208.66666666666666,300.0,136.0,10,3,153,3,3.3333333333333335,Particulier,-0.40038446564481583,-0.0830691040779148,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74265,327.0,54.5,70.0,39.0,6,2,42,2,3.0,Particulier,-0.727911566711202,-0.3524575006531907,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74278,1700.0,218.0,240.0,196.0,8,2,210,2,4.0,Particulier,-0.6017241533764995,-0.3275264352242469,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74296,17250.0,750.0,750.0,750.0,23,1,33,1,23.0,Particulier,0.2967953816392975,0.3609773421203672,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74387,1200.0,400.0,400.0,400.0,3,1,8,1,3.0,Particulier,-0.8389964850713293,-0.7592988625656351,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74399,9200.0,400.0,400.0,400.0,23,1,18,1,23.0,Particulier,0.1156522418810471,0.4906604615904211,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74425,3000.0,1000.0,1000.0,1000.0,3,1,189,1,3.0,Particulier,-0.620530426056771,-0.9632852825478105,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74462,9441.2,897.6,2000.0,22.8,12,3,1,3,4.0,Particulier,-0.05720579147885795,-0.2312823507687477,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74595,501.272,62.659,62.659,62.659,8,1,386,1,8.0,Particulier,-0.73610411464305,-0.3295446363225069,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74603,24158.0,1557.9,2000.0,789.5,16,5,5,5,3.2,Particulier,0.6481798541878314,0.06704226092696194,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74606,2304.365,126.1075,158.215,94.0,17,2,421,2,8.5,Particulier,-0.35850463195490034,0.069720173873384,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74779,1400.0,100.0,100.0,100.0,14,1,32,1,14.0,Particulier,-0.44849060012611586,0.035212037966353554,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74814,222.0,74.0,74.0,74.0,3,1,217,1,3.0,Particulier,-0.957696377135906,-0.6484662410419865,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74834,600.0,100.0,100.0,100.0,6,1,453,1,6.0,Particulier,-0.8119370833642923,-0.46843719151793806,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74869,6113.0,274.3333333333333,428.0,195.0,24,3,29,3,8.0,Particulier,0.010127102079491787,0.3510221023234967,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74897,550.0,110.0,110.0,110.0,5,1,364,1,5.0,Particulier,-0.8535733510559653,-0.534823664701693,0,Client Cluster HC 1,0,Client Cluster KMeans 1
74928,636.0,212.0,212.0,212.0,3,1,666,1,3.0,Particulier,-0.9074491835625575,-0.6953831176378867,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75055,1000.0,200.0,200.0,200.0,5,1,182,1,5.0,Particulier,-0.8194224666380736,-0.5656965401856595,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75073,2000.0,500.0,500.0,500.0,4,1,574,1,4.0,Particulier,-0.7540858302403353,-0.7309513621807727,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75085,2796.6,190.95,240.0,73.8,17,4,139,4,4.25,Particulier,-0.08584768604641782,0.33430515539432326,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75153,680.0,170.0,170.0,170.0,4,1,301,1,4.0,Particulier,-0.8767739512354737,-0.6182548249650692,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75205,111.171,37.057,37.057,37.057,3,1,426,1,3.0,Particulier,-0.9711476964995307,-0.6359064571863172,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75245,789.0,81.5,100.0,63.0,9,2,543,2,4.5,Particulier,-0.6251733618658427,-0.23978914940979687,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75270,36269.125,997.313888888889,3000.0,85.825,39,9,74,9,4.333333333333333,Particulier,1.8285138495046216,1.5423711837684126,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75364,1500.0,500.0,500.0,500.0,3,1,456,1,3.0,Particulier,-0.8025854752355697,-0.7932965992293309,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75366,615.0,123.0,123.0,123.0,5,1,69,1,5.0,Particulier,-0.8486404455289366,-0.5392830800493771,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75387,300.0,100.0,100.0,100.0,3,1,221,1,3.0,Particulier,-0.9482295145786085,-0.6573056525745473,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75409,5882.25,288.375,346.0,230.75,18,2,292,2,9.0,Particulier,-0.24628178394721115,0.0519790353500387,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75458,5950.0,681.25,862.5,500.0,9,2,362,2,4.5,Particulier,-0.38479149519228045,-0.4399481691325939,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75522,2480.0,203.33333333333334,250.0,160.0,12,3,29,3,4.0,Particulier,-0.3495562603352471,-0.015708924167991047,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75601,22200.5,1293.104,2170.864,300.0,17,4,6,4,4.25,Particulier,0.41406531334411223,-0.013537617803840126,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75660,40000.0,10000.0,10000.0,10000.0,4,1,522,1,4.0,Particulier,2.777844925680319,-3.975245615360117,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75679,2100.0,700.0,700.0,700.0,3,1,18,1,3.0,Particulier,-0.7297634555640502,-0.8612920725567228,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75731,2098.0,191.5,200.0,183.0,11,2,361,2,5.5,Particulier,-0.5173417698510516,-0.19771662839121956,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75734,10564.0,745.0,812.0,678.0,14,2,189,2,7.0,Particulier,-0.1749009482997184,-0.27083134135325115,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75775,1800.0,450.0,450.0,450.0,4,1,580,1,4.0,Particulier,-0.7726749394820229,-0.7138761292693026,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75783,2600.0,350.0,500.0,200.0,7,2,1,2,3.5,Particulier,-0.5827895460747989,-0.40694711015398055,0,Client Cluster HC 1,0,Client Cluster KMeans 1
75920,2634.0,245.5,500.0,95.0,12,3,89,3,4.0,Professional,-0.3268471523839739,-0.03206888117749992,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76161,4480.0,448.0,448.0,448.0,10,1,22,1,10.0,Particulier,-0.4848143248608445,-0.3386451826846511,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76176,300.0,60.0,60.0,60.0,5,1,127,1,5.0,Particulier,-0.8725460646214609,-0.5176720672106004,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76177,10506.889,479.71333333333337,502.56,457.237,22,3,32,3,7.333333333333333,Particulier,0.05786065424534032,0.21146941811182549,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76244,3046.98,362.698,435.396,290.0,8,2,428,2,4.0,Particulier,-0.5432134076813845,-0.3753495318582029,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76282,9218.0,245.36363636363637,400.0,95.0,41,11,13,11,3.727272727272727,Particulier,1.670876917131317,2.3557520635729436,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76307,4500.0,562.5,1000.0,125.0,8,2,487,2,4.0,Particulier,-0.4723980645907199,-0.42468422420727353,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76381,1191.9,119.19,119.19,119.19,10,1,427,1,10.0,Particulier,-0.6221959775813798,-0.22334190352116864,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76393,3853.5,485.35,500.0,470.7,8,2,96,2,4.0,Particulier,-0.4938399507917926,-0.4208843291849926,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76423,3660.0,610.0,1000.0,220.0,6,2,179,2,3.0,Particulier,-0.52157198815364,-0.5234340239499581,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76578,12000.0,3000.0,3000.0,3000.0,4,1,621,1,4.0,Particulier,0.1753696318440474,-1.5847130077542844,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76628,9610.0,555.0,580.0,530.0,17,2,61,2,8.5,Particulier,-0.1559972920505695,-0.08567393226352411,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76745,300.0,100.0,100.0,100.0,3,1,293,1,3.0,Particulier,-0.9482295145786085,-0.6573056525745473,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76771,420.0,140.0,140.0,140.0,3,1,193,1,3.0,Particulier,-0.9336651106443046,-0.6709047472400257,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76801,189.0,63.0,63.0,63.0,3,1,398,1,3.0,Particulier,-0.9617015882178396,-0.6447264900089799,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76810,900.0,300.0,300.0,300.0,3,1,21,1,3.0,Particulier,-0.875407494907089,-0.7253011259019392,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76848,2000.0,500.0,500.0,500.0,4,1,204,1,4.0,Particulier,-0.7540858302403353,-0.7309513621807727,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76852,2301.0,255.66666666666666,427.0,90.0,9,2,399,3,4.5,Particulier,-0.46425247650172885,-0.17881350829343404,0,Client Cluster HC 1,0,Client Cluster KMeans 1
76991,3188.0,197.0,206.0,188.0,16,2,1,2,8.0,Particulier,-0.357024918517285,0.002577904755098526,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77039,156.9,52.3,52.3,52.3,3,1,616,1,3.0,Particulier,-0.9655975662702658,-0.6410887321859644,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77075,2500.0,100.0,100.0,100.0,25,1,0,1,25.0,Particulier,0.05124831432637667,0.7277297285072545,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77084,1340.0,190.0,200.0,180.0,7,2,1,2,3.5,Particulier,-0.6437756460138472,-0.35899538248318347,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77165,4740.0,470.0,640.0,300.0,9,2,1,2,4.5,Particulier,-0.4658691710767959,-0.36786145084591654,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77222,1200.0,400.0,400.0,400.0,3,1,215,1,3.0,Particulier,-0.8389964850713293,-0.7592988625656351,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77240,1017.0,113.0,113.0,113.0,9,1,29,1,9.0,Particulier,-0.6703127981261873,-0.2841075649718199,0,Client Cluster HC 1,0,Client Cluster KMeans 1
77251,4520.0,321.3333333333333,564.0,150.0,13,2,0,3,6.5,Particulier,-0.29860309620105485,-0.04600238615835163,0,Client Cluster HC 1,0,Client Cluster KMeans 1
