Compte_key_Payeur,client_total_montant,client_moy_montant_cheque,client_max_montant_cheque,client_min_montant_cheque,client_freq_transactions,client_nb_operations_distinctes,client_recence,client_nb_paiements_fractionnes_records,client_score_fragmentation,Segment,pca1,pca2,Cluster_Hc_client,Niveau_Risque_hc_client,Cluster_Kmeans_client,Niveau_Risque_Kmeans_client
302,36155.78,1663.7186666666666,1741.156,1600.0,22,2,8,3,11.0,Inconnu,0.6691375612016911,-0.17914111786509787,0,Client Cluster HC 1,0,Client Cluster KMeans 1
514,448.07,48.8325,66.65,31.015,11,2,76,2,5.5,Particulier,-0.5788798620969905,-0.14683846886527357,0,Client Cluster HC 1,0,Client Cluster KMeans 1
566,6228.52,110.23666666666666,400.0,31.42,101,6,4,6,16.833333333333332,Particulier,1.9801637817631057,2.9078172528279507,0,Client Cluster HC 1,0,Client Cluster KMeans 1
610,6933.0,148.33333333333334,500.0,60.0,54,8,1,9,6.75,Particulier,1.4580442458679226,2.155998516854108,0,Client Cluster HC 1,0,Client Cluster KMeans 1
649,192.6,32.1,34.2,30.0,6,1,293,2,6.0,Particulier,-0.7454783599604439,-0.33081367114427085,0,Client Cluster HC 1,0,Client Cluster KMeans 1
959,429816.489,12161.561,50000.0,30.927,67,7,7,7,9.571428571428571,Inconnu,10.955697208263581,-3.823008608210417,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1239,690.1,40.23333333333333,41.9,38.0,17,3,8,3,5.666666666666667,Particulier,-0.29265797900162865,0.20631010756919288,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1342,13500.0,4500.0,4500.0,4500.0,3,1,434,1,3.0,TPE,0.6538549181948193,-2.1532060657771677,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1465,10531.6,217.44,450.0,17.2,34,5,13,5,6.8,Particulier,0.5161092542310967,0.9707423105326305,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1467,34589.631,2766.625666666667,6090.0,1009.877,13,3,442,3,4.333333333333333,Inconnu,0.9060618591717718,-0.9192627808990369,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1625,3618.0,216.6,369.0,146.0,16,5,120,5,3.2,Particulier,0.0883817711173189,0.4784871407704125,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1676,2200.0,200.0,250.0,150.0,10,2,7,2,5.0,Particulier,-0.5446429924430161,-0.23921510048890304,0,Client Cluster HC 1,0,Client Cluster KMeans 1
1985,2520.0,100.0,200.0,70.0,27,6,22,6,4.5,Particulier,0.43704928826737666,1.0120913472597792,0,Client Cluster HC 1,0,Client Cluster KMeans 1
2430,8000.0,2000.0,2000.0,2000.0,4,1,40,1,4.0,Particulier,-0.1964125529897056,-1.2432083495248798,0,Client Cluster HC 1,0,Client Cluster KMeans 1
3187,2040.0,340.0,340.0,340.0,6,1,28,1,6.0,Particulier,-0.7190267574956367,-0.5511314094573689,0,Client Cluster HC 1,0,Client Cluster KMeans 1
3344,7586.298,210.1445,880.11,19.832,54,6,0,6,9.0,Professional,1.0958408805382922,1.642333051125877,0,Client Cluster HC 1,0,Client Cluster KMeans 1
3375,1010.0,96.66666666666667,150.0,70.0,11,3,340,3,3.6666666666666665,Particulier,-0.4197323407127085,-0.013715773546366284,0,Client Cluster HC 1,0,Client Cluster KMeans 1
3701,6000.0,1500.0,1500.0,1500.0,4,1,463,1,4.0,Particulier,-0.38230364540658224,-1.0724560204101774,0,Client Cluster HC 1,0,Client Cluster KMeans 1
3789,20854.547,600.3698888888889,849.595,109.625,36,9,6,9,4.0,Inconnu,1.4011769239277183,1.7096167298642462,0,Client Cluster HC 1,0,Client Cluster KMeans 1
3985,18000.0,1500.0,2000.0,1000.0,12,2,203,2,6.0,Particulier,0.06956903091768776,-0.5933056852545256,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4084,1200.0,300.0,300.0,300.0,4,1,484,1,4.0,Particulier,-0.8284422672070859,-0.6626504305348919,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4166,1560.775,162.9125,240.0,85.825,11,2,71,2,5.5,Particulier,-0.5328094501295182,-0.18356708248986867,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4176,42400.0,1875.0,2200.0,1500.0,22,4,26,4,5.5,Particulier,0.9016242973032996,-0.13045435192622004,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4189,825.0,165.0,165.0,165.0,5,1,92,1,5.0,Particulier,-0.8327033661339204,-0.5536904219418948,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4254,3185.88,56.96888888888889,120.0,45.0,60,8,13,9,7.5,Particulier,1.4937894901434376,2.348645866167927,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4285,540.0,180.0,180.0,180.0,3,1,609,1,3.0,Particulier,-0.9191007067100008,-0.6845038419055041,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4296,1800.0,250.0,300.0,200.0,7,2,64,2,3.5,Particulier,-0.6207110682560874,-0.37763996943207895,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4301,141.705,47.235,47.235,47.235,3,1,643,1,3.0,Inconnu,-0.9674417839184472,-0.6393667468239482,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4308,1200.0,400.0,400.0,400.0,3,1,362,1,3.0,Particulier,-0.8389964850713293,-0.7592988625656351,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4338,8019.621,381.887,381.889,381.885,21,2,13,2,10.5,TPE,-0.10659334790236347,0.13647425662750032,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4397,1009.04,252.26,252.26,252.26,4,1,69,1,4.0,Particulier,-0.8461911487110493,-0.64634699815102,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4549,5690.0,346.0,500.0,100.0,16,5,0,5,3.2,Particulier,0.12769869320346774,0.45500303813091086,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4576,21600.0,450.0,650.0,250.0,48,2,28,2,24.0,Particulier,0.8266638020626971,1.2041907380972985,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4591,5640.0,940.0,940.0,940.0,6,1,305,1,6.0,Particulier,-0.4867509428239979,-0.7578669543059462,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4650,1452.0,363.0,363.0,363.0,4,1,425,1,4.0,Particulier,-0.8050199895625595,-0.6841652240033443,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4725,1290.0,56.666666666666664,100.0,30.0,18,3,147,3,6.0,Particulier,-0.25623250765220273,0.23317904343951432,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4748,1407.0,114.25,200.0,36.0,13,4,257,4,3.25,Particulier,-0.20530941520284818,0.23583805221452014,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4752,2523.0,69.42857142857143,150.0,41.0,38,7,13,7,5.428571428571429,Particulier,0.8111404986629239,1.5011546074527446,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4757,1320.0,120.0,120.0,120.0,11,1,182,1,11.0,Particulier,-0.5762732955370953,-0.16070033707778628,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4836,2415.6,63.2375,200.0,30.0,47,8,53,8,5.875,Professional,1.1543134574930434,1.9188149058150314,0,Client Cluster HC 1,0,Client Cluster KMeans 1
4933,11591.6,215.65714285714284,625.0,50.0,42,7,29,7,6.0,Particulier,1.0239659847741145,1.5300051749420052,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5174,1598.8,93.26666666666667,129.8,70.0,17,3,7,3,5.666666666666667,Particulier,-0.2667618562677571,0.18720670976451081,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5225,1749.0,83.3,100.0,50.0,21,5,1,5,4.2,Particulier,0.12617525422051937,0.6683826108542269,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5528,2400.0,800.0,800.0,800.0,3,1,34,1,3.0,Particulier,-0.6933524457282905,-0.8952898092204187,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5539,1157.375,115.7375,210.0,21.475,10,2,5,2,5.0,Particulier,-0.5824128593192984,-0.20694726171021835,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5543,1026.0,342.0,342.0,342.0,3,1,6,1,3.0,Particulier,-0.86011487077607,-0.7395801753006914,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5560,1000.0,150.0,200.0,100.0,7,2,75,2,3.5,Particulier,-0.660958121329925,-0.3428785869721603,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5561,8539.407,946.4116666666665,1588.263,21.702,10,3,4,3,3.3333333333333335,TPE,-0.14777507894904623,-0.27047150580780094,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5643,1761.0,293.5,500.0,87.0,6,2,172,2,3.0,Particulier,-0.6398301312051017,-0.4243895576315948,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5886,980.0,75.0,100.0,50.0,13,4,110,4,3.25,Particulier,-0.22145297328872132,0.24733326028082242,0,Client Cluster HC 1,0,Client Cluster KMeans 1
5888,606.0,202.0,202.0,202.0,3,1,434,1,3.0,Particulier,-0.9110902845461336,-0.6919833439715172,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6014,6097.706,139.83911111111112,400.0,30.0,57,9,48,9,6.333333333333333,Particulier,1.5684124403215605,2.3261255326545083,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6097,30084.725,309.06170588235295,1392.129,31.42,118,16,7,17,7.375,Particulier,4.2591122372922605,5.109187736017698,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6270,4897.6,136.6888888888889,330.0,20.0,36,8,25,9,4.5,Particulier,1.0773153332922716,1.7472538342346067,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6334,3039.92,129.496,150.0,97.48,24,5,57,5,4.8,Particulier,0.21604522866343018,0.7324810461551712,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6395,3208.24,179.265,500.0,20.0,15,4,56,4,3.75,Particulier,-0.1110677883964102,0.2628851843699596,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6400,6560.0,404.0,800.0,70.0,16,5,62,5,3.2,Particulier,0.16685309513174032,0.4270467626663978,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6544,2282.94,280.49,410.98,150.0,10,2,95,2,5.0,Professional,-0.5184238463106909,-0.2619476380184316,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6612,4470.68,223.756,285.0,114.0,20,5,5,5,4.0,Particulier,0.16890128747266378,0.5964257174055534,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6613,7500.0,2500.0,2500.0,2500.0,3,1,13,1,3.0,Particulier,-0.07436527852037535,-1.4732513325032495,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6646,1590.0,530.0,530.0,530.0,3,1,386,1,3.0,Particulier,-0.7916621722848417,-0.8034959202284397,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6651,1200.0,300.0,300.0,300.0,4,1,431,1,4.0,Particulier,-0.8284422672070859,-0.6626504305348919,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6714,600.0,200.0,200.0,200.0,3,1,328,1,3.0,Particulier,-0.9118185047428488,-0.6913033892382433,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6739,12000.0,3000.0,3000.0,3000.0,4,1,363,1,4.0,Particulier,0.1753696318440474,-1.5847130077542844,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6748,1230.0,72.5,80.0,70.0,17,4,60,4,4.25,Particulier,-0.12860511953711767,0.36448820118853553,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6842,4347.0,439.6666666666667,480.0,390.0,10,3,0,3,3.3333333333333335,Particulier,-0.3062527246171178,-0.1631034856581089,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6854,25375.392,2450.172666666667,6242.572,546.902,15,3,43,3,5.0,Inconnu,0.8051678659157641,-0.7495294053850096,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6870,2500.0,500.0,500.0,500.0,5,1,95,1,5.0,Particulier,-0.705586185245101,-0.6686061251322145,0,Client Cluster HC 1,0,Client Cluster KMeans 1
6897,4164.0,154.0,392.0,50.0,33,7,4,7,4.714285714285714,Particulier,0.7608719994764713,1.34409786990633,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7047,469.65,78.275,78.275,78.275,6,1,75,1,6.0,Particulier,-0.8203474034871946,-0.4609516419982125,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7067,3600.0,900.0,900.0,900.0,4,1,96,1,4.0,Particulier,-0.6053729563068341,-0.8675532254725346,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7138,125.415,41.805,41.805,41.805,3,1,239,1,3.0,Particulier,-0.9694189017525289,-0.6375206697231095,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7257,11370.954,645.053,1210.106,80.0,15,1,71,2,15.0,Particulier,-0.06176179966935868,0.04521681294676665,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7258,919.56,58.8925,76.0,42.57,17,4,32,4,4.25,Particulier,-0.13635323290439844,0.37060787916741006,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7264,27342.5,527.1875,1697.5,200.0,61,8,12,8,7.625,Professional,1.8342453207719067,2.0195248858322965,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7274,39310.697,1665.4205,6785.856,219.0,43,6,0,6,7.166666666666667,PME,1.889413513947338,0.6415373177014889,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7277,600.775,85.825,85.825,85.825,7,1,75,1,7.0,Particulier,-0.7721025409069373,-0.4005752612270311,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7327,639.248,159.812,159.812,159.812,4,1,83,1,4.0,Particulier,-0.88056166813456,-0.6147755755070281,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7340,24650.0,2056.6666666666665,6000.0,70.0,12,3,35,3,4.0,Professional,0.5944979551606032,-0.71705666930155,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7384,2773.36,121.54083333333334,248.995,60.0,24,6,229,6,4.0,Particulier,0.38445313238055673,0.928958848530358,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7456,1700.0,425.0,425.0,425.0,4,1,574,1,4.0,Particulier,-0.7819694941028668,-0.7053385128135674,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7558,333.687,55.6145,55.824,55.405,6,2,263,2,3.0,Particulier,-0.7271245290843243,-0.3536754927606984,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7699,3172.0,158.6,300.0,58.0,20,5,84,5,4.0,Particulier,0.14547632430044777,0.6128183317190155,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7713,240.0,80.0,80.0,80.0,3,1,217,1,3.0,Particulier,-0.9555117165457604,-0.6505061052418082,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7777,20000.0,5000.0,5000.0,5000.0,4,1,607,1,4.0,Particulier,0.9189340015115536,-2.2677223242130933,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7789,4470.0,142.0,300.0,50.0,36,5,47,5,7.2,Professional,0.49207462697212967,1.0514663242275908,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7839,1968.24,52.67333333333334,64.04,30.0,37,6,0,6,6.166666666666667,Particulier,0.6116023300273848,1.2932593425882912,0,Client Cluster HC 1,0,Client Cluster KMeans 1
7877,7720.0,413.3333333333333,1000.0,70.0,13,3,126,3,4.333333333333333,Particulier,-0.19658965680594512,-0.06313939238545818,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8031,225.24,32.54,35.08,30.0,7,2,112,2,3.5,Professional,-0.7058633324072032,-0.30488833119302877,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8131,17556.0,646.4,1252.0,300.0,30,5,5,5,6.0,Particulier,0.649714913899765,0.6971006981883187,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8142,2448.98,50.714,85.0,30.0,52,5,242,5,10.4,Particulier,0.7817604937903988,1.522849723165085,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8242,2780.0,395.0,410.0,380.0,7,2,242,2,3.5,Particulier,-0.5629198810523386,-0.4296780461206267,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8441,6830.0,430.0,1000.0,80.0,21,4,84,4,5.25,Particulier,0.13958141169429825,0.3565818231005699,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8493,470.0,44.666666666666664,50.0,34.0,11,3,251,3,3.6666666666666665,Particulier,-0.4443034826049127,0.006165022444521512,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8500,5315.0,123.5,250.0,60.0,41,10,82,10,4.1,Particulier,1.4280516212158685,2.1763669231224845,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8508,3630.0,605.0,710.0,500.0,6,2,174,2,3.0,Particulier,-0.516879856898805,-0.5372558166962351,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8509,1900.4,256.64,333.0,180.28,8,2,81,2,4.0,Particulier,-0.5882709599036461,-0.3378272604560428,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8533,1052.6,66.60000000000001,133.0,29.8,23,3,0,3,7.666666666666667,Particulier,-0.1279826682962705,0.3962778629359935,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8560,900.0,300.0,300.0,300.0,3,1,117,1,3.0,Particulier,-0.875407494907089,-0.7253011259019392,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8615,2492.0,239.5,382.0,97.0,11,2,456,2,5.5,Particulier,-0.5010626749068641,-0.20710868095896215,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8654,1809.0,301.5,353.0,250.0,6,2,153,2,3.0,Particulier,-0.6331285474593619,-0.43560010625683554,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8689,2824.0,706.0,706.0,706.0,4,1,608,1,4.0,Particulier,-0.6774987001645821,-0.8013013217760301,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8741,2704.0,389.0,408.0,370.0,7,2,348,2,3.5,Particulier,-0.5656425438938032,-0.42733142933892243,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8746,1200.0,150.0,150.0,150.0,8,2,92,2,4.0,Particulier,-0.6282429608653974,-0.3051558291639336,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8904,600.0,150.0,150.0,150.0,4,1,208,1,4.0,Particulier,-0.8842095949321489,-0.6114247318004812,0,Client Cluster HC 1,0,Client Cluster KMeans 1
8955,1500.0,250.0,250.0,250.0,6,1,305,1,6.0,Particulier,-0.7538681296963826,-0.5201210777300824,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9024,3551.911,479.7635,863.337,96.19,13,2,26,2,6.5,Professional,-0.3565488297584922,-0.19465136342867007,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9097,3726.675,265.55625,550.0,72.225,15,4,90,4,3.75,Particulier,-0.08518457420782544,0.24048041533059564,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9132,4391.25,398.625,405.0,392.25,11,2,179,2,5.5,Professional,-0.4290492786199445,-0.27080378372395236,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9146,1365.0,455.0,455.0,455.0,3,1,0,1,3.0,Particulier,-0.8189704296616614,-0.7779976177306678,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9171,300.0,100.0,100.0,100.0,3,1,672,1,3.0,Particulier,-0.9482295145786085,-0.6573056525745473,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9269,1151.88,95.99000000000001,97.48,94.5,12,1,167,2,12.0,Particulier,-0.44833039919503176,0.024912836796100825,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9284,1259.0,84.33333333333333,102.0,51.0,14,3,68,3,4.666666666666667,Particulier,-0.35082819150592504,0.09360820022266333,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9369,1845.0,158.33333333333334,300.0,70.0,13,3,92,3,4.333333333333333,Particulier,-0.3409010493036291,0.03222449877949499,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9375,415.146,56.691,75.0,38.382,7,2,299,2,3.5,Particulier,-0.6965353128153311,-0.3124184301744176,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9430,395.1,131.7,131.7,131.7,3,1,152,1,3.0,Particulier,-0.9366872244606727,-0.668082935096939,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9497,1015.0,61.25,80.0,25.0,17,4,47,4,4.25,Particulier,-0.13703075804228537,0.3721800704299086,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9498,3109.835,309.957,633.16,136.6,11,3,22,3,3.6666666666666665,Particulier,-0.32248934490378445,-0.09003645859868895,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9506,21159.5,173.54444444444445,850.0,50.0,94,9,85,9,10.444444444444445,Particulier,2.4228830862308874,3.1259233003638625,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9525,4000.0,350.0,500.0,200.0,11,2,56,2,5.5,Particulier,-0.4519767141160933,-0.24606397040050693,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9609,990.0,47.0,60.0,35.0,22,5,12,5,4.4,Particulier,0.13138125689710883,0.7065296431256978,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9661,1251.2,83.475,180.0,30.0,18,4,12,4,4.5,Particulier,-0.09954664163367787,0.39017512929917575,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9662,12382.8,334.93333333333334,794.0,52.0,28,6,62,6,4.666666666666667,Particulier,0.6173843855895523,0.9496285274726722,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9715,640.0,160.0,160.0,160.0,4,1,209,1,4.0,Particulier,-0.8804917730838113,-0.6148397783827753,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9752,4200.0,840.0,840.0,840.0,5,1,4,1,5.0,Particulier,-0.5765717329997319,-0.7852369880716434,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9824,1022.0,255.5,255.5,255.5,4,1,91,1,4.0,Particulier,-0.8449865744321879,-0.6474534732436834,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9840,1100.0,220.0,220.0,220.0,5,1,62,1,5.0,Particulier,-0.8118333812118754,-0.5725571791820965,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9884,747.0,249.0,249.0,249.0,3,1,399,1,3.0,Particulier,-0.8939771099233265,-0.7079622802034542,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9893,912.996,304.332,304.332,304.332,3,1,344,1,3.0,Particulier,-0.8738301699610039,-0.7267739078542105,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9925,1200.0,400.0,400.0,400.0,3,1,158,1,3.0,Particulier,-0.8389964850713293,-0.7592988625656351,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9948,245.4,40.9,40.9,40.9,6,1,70,1,6.0,Particulier,-0.8348162511094487,-0.4480737403503532,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9957,6303.41,194.8125,450.0,33.0,34,6,120,6,5.666666666666667,Particulier,0.639367887679655,1.1608559443473927,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9978,517.3,71.9125,85.825,58.0,7,2,74,2,3.5,Particulier,-0.6904573766584952,-0.31791946733710547,0,Client Cluster HC 1,0,Client Cluster KMeans 1
9987,21510.464,629.0936666666666,866.725,438.575,36,3,26,3,12.0,Inconnu,0.5457060427668877,0.6163513987620592,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10036,2115.0,235.0,235.0,235.0,9,1,153,1,9.0,Particulier,-0.6202753988260142,-0.32670278114719903,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10119,3500.0,300.0,500.0,100.0,11,2,96,2,5.5,Particulier,-0.4740302147469024,-0.22580342914229456,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10141,6000.0,2000.0,2000.0,2000.0,3,1,432,1,3.0,Particulier,-0.2564203276991739,-1.3032626491847699,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10201,660.0,220.0,220.0,220.0,3,1,211,1,3.0,Particulier,-0.9045363027756969,-0.6981029365709824,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10222,4974.304,146.578,317.002,35.0,49,7,19,7,7.0,Professional,1.070095343271208,1.7482228503023924,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10256,7370.0,175.0,360.0,70.0,34,4,39,4,8.5,Particulier,0.3440776495817664,0.8233271276237883,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10282,1965.0,216.5,233.0,200.0,9,2,27,2,4.5,Particulier,-0.5700568092965999,-0.2869727205583221,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10285,7449.0,684.25,764.75,526.0,11,3,369,3,3.6666666666666665,Particulier,-0.18296673705846214,-0.20532697624176613,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10291,490.0,70.0,70.0,70.0,7,1,40,1,7.0,Particulier,-0.7783502262873869,-0.3950984418421994,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10396,5124.8,145.275,340.0,30.0,48,8,29,8,6.0,Particulier,1.2179023669998306,1.9174988213206277,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10575,3400.0,300.0,400.0,200.0,13,2,74,2,6.5,Particulier,-0.41243593705592496,-0.14959426772961845,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10739,2480.0,113.33333333333333,150.0,70.0,20,3,64,3,6.666666666666667,Particulier,-0.1801232003895446,0.2816874641027942,0,Client Cluster HC 1,0,Client Cluster KMeans 1
10769,645.0,215.0,215.0,215.0,3,1,517,1,3.0,Particulier,-0.9063568532674848,-0.6964030497377977,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11022,4000.0,1000.0,1000.0,1000.0,4,1,608,1,4.0,Particulier,-0.5681947378234588,-0.901703691295475,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11041,200.0,50.0,50.0,50.0,4,1,550,1,4.0,Particulier,-0.9213878134155241,-0.5772742659775407,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11086,853.0,213.25,213.25,213.25,4,1,581,1,4.0,Particulier,-0.8606943717414139,-0.633024901433491,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11107,865.0,31.0,35.0,30.0,28,5,449,5,5.6,Particulier,0.2527956366602484,0.8753906620440453,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11135,6700.0,333.3333333333333,350.0,300.0,20,3,28,3,6.666666666666667,Particulier,-0.0734311167169949,0.20168741483486485,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11181,3500.0,700.0,700.0,700.0,5,1,579,1,5.0,Particulier,-0.6296953309831191,-0.7372125150965845,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11194,3000.0,500.0,500.0,500.0,6,1,46,1,6.0,Particulier,-0.6570865402498665,-0.6062608880836563,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11341,510.021,170.007,170.007,170.007,3,1,127,1,3.0,Particulier,-0.9227392589228882,-0.681106448080701,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11348,1500.0,300.0,300.0,300.0,5,1,154,1,5.0,Particulier,-0.7814770395070827,-0.5999997351678446,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11365,4340.0,58.333333333333336,60.0,50.0,73,6,111,6,12.166666666666666,Particulier,1.3616591672904261,2.217302743313859,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11399,12050.0,240.0,1000.0,50.0,51,5,12,5,10.2,Particulier,0.9480851410286409,1.383325291742716,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11440,3800.0,600.0,1000.0,200.0,7,2,642,2,3.5,Particulier,-0.4941234098025026,-0.4789931286847782,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11508,4080.0,1360.0,1360.0,1360.0,3,1,670,1,3.0,Particulier,-0.4894507906480361,-1.085677134537116,0,Client Cluster HC 1,0,Client Cluster KMeans 1
11519,1005.0,68.5,73.0,64.0,15,2,29,2,7.5,Particulier,-0.44751697042998373,0.008009525131433418,0,Client Cluster HC 1,0,Client Cluster KMeans 1
